HSK_Level,Simplified,Pinyin,Frequency,POS,Meanings
4,抄写,chāo xiě,30463,"v, vn",to copy | to transcribe
4,抓紧,zhuā jǐn,3896,v,to keep a firm grip on | to pay close attention to | to lose no time in (doing sth)
4,投,tóu,1081,v,to cast | to send | to throw oneself (into the river etc)
4,投入,tóu rù,1661,"v, vn",to throw into | to put into | to throw oneself into
4,投诉,tóu sù,3986,"v, vn",complaint | to complain | to register a complaint (esp. as a customer)
4,投资,tóu zī,1236,"vn, v, n",investment | to invest
4,折,shé,3422,"v, q","to snap | to break (a stick, a bone etc) | (bound form) to sustain a loss (in business)"
4,护士,hù shi,3782,n,nurse
4,抱,bào,1238,v,to hold | to carry (in one's arms) | to hug
4,抽,chōu,1603,v,to draw out | to pull out from in between | to remove part of the whole
4,抽奖,chōu jiǎng,11863,"v, vn",to draw a prize | a lottery | a raffle
4,抽烟,chōu yān,5335,v,"to smoke (a cigarette, tobacco)"
4,担任,dān rèn,4026,v,to hold a governmental office or post | to assume office of | to take charge of
4,担保,dān bǎo,4985,"vn, v",to guarantee | to vouch for
4,担心,dān xīn,277,"v, vn",anxious | worried | uneasy
4,拉开,lā kāi,5347,v,to pull open | to pull apart | to space out
4,拍照,pāi zhào,3782,"v, vn",to take a picture
4,招呼,zhāo hu,5046,"v, vn",to call out to | to greet | to say hello to
4,括号,kuò hào,31869,n,parentheses | brackets
4,指挥,zhǐ huī,2687,"v, vn, n",to conduct | to command | to direct
4,按时,àn shí,7233,d,on time | before deadline | on schedule
4,挑,tiāo,2310,v,to carry on a shoulder pole | to choose | to pick
4,挑战,tiǎo zhàn,1571,"vn, v",to challenge | challenge
4,挑选,tiāo xuǎn,4696,"v, vn",to choose | to select
4,排列,pái liè,8340,"v, vn",to arrange in order | (math.) permutation
4,推迟,tuī chí,6409,v,to postpone | to put off | to defer
4,推销,tuī xiāo,6567,"v, vn",to market | to sell
4,措施,cuò shī,2102,n,measure | step
4,描写,miáo xiě,9246,"v, vn",to describe | to depict | to portray
4,描述,miáo shù,3196,"v, vn",to describe | description
4,提供,tí gōng,621,v,to offer | to supply | to provide
4,提醒,tí xǐng,1634,"v, vn",to remind | to call attention to | to warn of
4,摆,bǎi,1854,v,to arrange | to exhibit | to move to and fro
4,摆动,bǎi dòng,16046,v,to sway | to swing | to move back and forth
4,摆脱,bǎi tuō,3424,v,to break away from | to cast off (old ideas etc) | to get rid of
4,摇,Yáo,3118,v,surname Yao
4,摸,mō,2716,v,to feel with the hand | to touch | to stroke
4,操作,cāo zuò,2640,"v, vn",to work | to operate | to manipulate
4,操场,cāo chǎng,11048,n,playground | sports field | drill ground
4,擦,cā,1952,v,"to rub; to scratch | to towel; to wipe with a towel | to apply (lipstick, lotion etc)"
4,收回,shōu huí,4431,"v, vn",to regain | to retake | to take back
4,收益,shōu yì,5339,n,earnings | profit
4,收获,shōu huò,3809,"n, v, vn",variant of 收获
4,改善,gǎi shàn,3674,"v, vn",to make better; to improve
4,改正,gǎi zhèng,10338,"v, vn",to correct | to amend | to put right
4,放松,fàng sōng,2311,"v, vn, a",to relax; to slacken; to loosen
4,政府,zhèng fǔ,527,n,government
4,政治,zhèng zhì,1320,n,politics | political
4,效率,xiào lu:4,5188,n,efficiency
4,敌人,dí rén,1731,n,enemy
4,教授,jiào shòu,1612,"n, v",professor | to instruct | to lecture on
4,教训,jiào xun,3265,"n, v",to provide guidance | to lecture sb | to upbraid
4,散,sàn,2965,"v, a, ad",variant of 散
4,数据,shù jù,1496,n,data
4,数码,shù mǎ,6016,n,number | numerals | figures
4,新型,xīn xíng,7169,b,new type; new kind
4,新娘,xīn niáng,4498,n,bride
4,新郎,xīn láng,8652,n,bridegroom | groom
4,新鲜,xīn xiān,2651,a,"fresh (experience, food etc) | freshness | novel"
4,方,Fāng,1012,"q, d, g, a, f, b",surname Fang
4,方案,fāng àn,2126,n,plan | program (for action etc) | proposal
4,方针,fāng zhēn,10718,n,policy | guidelines
4,无,wú,344,v,not to have | no | none
4,无所谓,wú suǒ wèi,4014,v,to be indifferent | not to matter | cannot be said to be
4,无数,wú shù,3156,m,countless | numberless | innumerable
4,无法,wú fǎ,482,"v, d",unable | incapable
4,无聊,wú liáo,1955,"a, an",bored | boring | senseless
4,无论,wú lùn,1069,c,no matter what or how | regardless of whether...
4,无限,wú xiàn,4514,"v, b, d, vn",unlimited | unbounded
4,既,jì,1698,"c, d",already | since | both... (and...)
4,既然,jì rán,1629,c,since | as | this being the case
4,日历,rì lì,13555,n,calendar
4,日记,rì jì,4636,n,diary
4,春季,chūn jì,9468,t,springtime
4,是否,shì fǒu,553,v,whether (or not) | if | is or isn't
4,显著,xiǎn zhù,1981,,outstanding | notable | remarkable
4,晒,shài,3679,"v, vn",variant of 晒
4,晚点,wǎn diǎn,8761,v,(of trains etc) late | delayed | behind schedule
4,智力,zhì lì,6821,n,intelligence | intellect
4,智能,zhì néng,6940,n,"intelligent | able | smart (phone, system, bomb etc)"
4,暑假,shǔ jià,7249,t,summer vacation
4,暖气,nuǎn qì,10582,n,central heating | heater | warm air
4,暗,àn,2594,"a, ad",variant of 暗
4,暗示,àn shì,4917,"v, vn",to hint; to suggest | hint; suggestion
4,曾,Zēng,545,"d, nr",surname Zeng
4,替,tì,1826,"p, v",to substitute for | to take the place of | to replace
4,替代,tì dài,5840,"v, vn",to substitute for | to replace | to supersede
4,最初,zuì chū,4118,"b, d",first | primary | initial
4,月底,yuè dǐ,13715,t,end of the month
4,有劲儿,yǒujìnr5,1000000,,Strength
4,有趣,yǒu qù,2524,a,interesting | fascinating | amusing
4,有限,yǒu xiàn,4159,a,limited | finite
4,期中,qī zhōng,18698,t,interim | midterm
4,期待,qī dài,1312,"v, vn",to look forward to | to await | expectation
4,期末,qī mò,10667,t,end of term
4,期间,qī jiān,1703,f,period of time | time | time period
4,期限,qī xiàn,5679,n,time limit | deadline | allotted time
4,未必,wèi bì,7646,d,not necessarily | maybe not
4,未来,wèi lái,765,t,future | tomorrow | approaching
4,末,mò,3736,"f, g",tip | end | final stage
4,本科,běn kē,16998,n,undergraduate course | undergraduate (attributive)
4,机构,jī gòu,1289,n,mechanism | structure | organization
4,机遇,jī yù,6091,n,opportunity | favorable circumstance | stroke of luck
4,权利,quán lì,1696,n,right (i.e. an entitlement to sth) | (classical) power and wealth
4,材料,cái liào,2069,n,(raw) material | data | (fig.) person who has the potential to do the job
4,来不及,lái bu jí,5768,v,there's not enough time (to do sth) | it's too late (to do sth)
4,来得及,lái de jí,6981,v,to have enough time; can do it in time; can still make it
4,来源,lái yuán,2383,n,source (of information etc) | origin
4,松,Sōng,2768,"v, a, g",surname Song
4,松树,sōng shù,19425,n,pine | pine tree
4,极,jí,1404,"d, g","extremely | pole (geography, physics) | utmost"
4,极其,jí qí,4627,d,extremely
4,构成,gòu chéng,4510,"v, n, vn",to constitute | to form | to compose
4,构造,gòu zào,9731,"n, v, vn",structure | composition | tectonic (geology)
4,果实,guǒ shí,13530,n,fruit (produced by a plant) | (fig.) fruits (of success etc) | results
4,标志,biāo zhì,2653,"n, v",sign | mark | symbol
4,树叶,shù yè,11962,n,tree leaves
4,树林,Shù lín,7102,n,"Shulin city in New Taipei City 市, Taiwan"
4,根,gēn,1181,"q, n","root | basis | classifier for long slender objects, e.g. cigarettes, guitar strings"
4,根据,gēn jù,694,"p, n, v",according to | based on | basis
4,格外,gé wài,8815,d,especially | particularly
4,梦,mèng,913,"n, g",dream | (bound form) to dream
4,梦想,mèng xiǎng,1446,"n, v",(fig.) to dream of | dream
4,梦见,mèng jiàn,7312,v,to dream about (sth or sb) | to see in a dream
4,检测,jiǎn cè,2191,"vn, v",to detect | to test | detection
4,棵,kē,4222,q,"classifier for trees, cabbages, plants etc"
4,植物,zhí wù,3915,n,plant | vegetation
4,楼梯,lóu tī,5165,n,stair | staircase
4,概括,gài kuò,11872,"v, vn",to summarize; to generalize | briefly; in broad outline
4,模型,mó xíng,3453,n,model | mold | matrix
4,模特儿,mó tè r,29610,,(fashion) model (loanword)
4,此,cǐ,391,r,this; these
4,此外,cǐ wài,3647,c,besides | in addition | moreover
4,步行,bù xíng,7842,"v, vn",to go on foot | to walk
4,比分,bǐ fēn,4795,n,score
4,毕业,bì yè,1755,"v, vn",graduation | to graduate | to finish school
4,毕业生,bì yè shēng,6344,n,graduate
4,毛巾,máo jīn,6574,n,towel
4,毛衣,máo yī,5546,n,(wool) sweater
4,毫升,háo shēng,27507,q,milliliter
4,毫米,háo mǐ,23449,q,millimeter
4,气球,qì qiú,9459,n,balloon
4,汇,huì,5752,"v, g",to remit | to converge (of rivers) | to exchange
4,汇报,huì bào,4195,"v, vn",to report | to give an account of | to collect information and report back
4,汇率,huì lu:4,18037,n,exchange rate
4,江,Jiāng,4802,"nr, n",surname Jiang
4,汽水,qì shuǐ,15548,n,soda pop; carbonated soft drink
4,汽油,qì yóu,4939,n,gasoline
4,沉,chén,4077,"v, a",to submerge | to immerse | to sink
4,沉重,chén zhòng,5595,"a, ad, an",heavy | hard | serious
4,沉默,chén mò,3369,"an, a, v",taciturn | uncommunicative | silent
4,没想到,méi xiǎng dào,1000000,,didn't expect
4,没法儿,méifǎr5,41071,l,Can't
4,没错,méi cuò,5245,v,that's right | sure! | rest assured!
4,治,zhì,2101,v,to rule | to govern | to manage
4,治疗,zhì liáo,691,"v, vn",to treat (an illness) | medical treatment | therapy
4,法,fǎ,706,"n, b, g",variant of 法
4,法官,fǎ guān,2726,n,judge (in court)
4,法律,fǎ lu:4,816,n,law
4,法院,fǎ yuàn,2401,n,court of law | court
4,泪,lèi,5719,n,tears
4,泪水,lèi shuǐ,7812,n,teardrop | tears
4,流传,liú chuán,7952,"v, vn",to spread | to circulate | to hand down
4,浅,jiān,5099,"a, ad",sound of moving water
4,测,cè,3003,v,to survey | to measure | to conjecture
4,测试,cè shì,1430,"vn, v",to test (machinery etc) | to test (a person's skill in a particular area) | a test
4,测量,cè liáng,5741,"vn, v",survey | to measure | to gauge
4,浓,nóng,4948,a,concentrated | dense | strong (smell etc)
4,海水,hǎi shuǐ,8867,n,seawater
4,海鲜,hǎi xiān,9209,n,seafood
4,消化,xiāo huà,5399,"v, vn",to digest (food) | (fig.) to absorb (information etc); to assimilate; to process
4,淡,dàn,4795,"a, g",insipid | diluted | weak
4,深厚,shēn hòu,13803,a,deep; profound
4,清醒,qīng xǐng,3278,"a, ad, an",clear-headed | sober | awake
4,渐渐,jiàn jiàn,4452,d,gradually
4,湿,shī,2585,"a, v",variant of 湿
4,演讲,yǎn jiǎng,3526,"vn, v",lecture | to make a speech
4,潮,cháo,5342,n,tide | damp; moist; humid | fashionable; trendy
4,潮流,cháo liú,6515,n,tide | current | trend
4,潮湿,cháo shī,11797,"a, an",damp | moist
4,激动,jī dòng,1931,"a, an",to move emotionally | to stir up (emotions) | to excite
4,激烈,jī liè,3088,"a, ad",(of competition or fighting) intense | fierce | (of pain) acute
4,灯光,dēng guāng,4731,n,(stage) lighting | light
4,点名,diǎn míng,11424,v,roll call | to mention sb by name | (to call or praise or criticize sb) by name
4,烦,fán,2084,"v, a",to feel vexed | to bother | to trouble
4,烧,shāo,1488,v,to burn | to cook | to stew
4,热心,rè xīn,7849,"a, v, ad, u, an",enthusiastic; ardent; zealous
4,热闹,rè nao,6073,a,bustling with noise and excitement | lively
4,然而,rán ér,1818,c,however; yet; but
4,熟练,shú liàn,9623,"a, ad",practiced | proficient | skilled
4,燃料,rán liào,5829,n,fuel
4,燃烧,rán shāo,4624,"v, vn",to ignite | to combust | to burn
4,爱国,ài guó,7528,a,to love one's country | patriotic
4,爱护,ài hù,10522,"v, vn",to cherish | to treasure | to take care of
4,片面,piàn miàn,16993,"a, ad",unilateral | one-sided
4,牌,pái,1416,n,mahjong tile | playing card | game pieces
4,牙,yá,2506,n,tooth | ivory
4,牙刷,yá shuā,12849,n,toothbrush
4,特价,tè jià,10340,n,special price
4,特征,tè zhēng,3497,n,characteristic | diagnostic property | distinctive feature
4,特殊,tè shū,1632,"a, ad",special | particular | unusual
4,独特,dú tè,3375,a,unique; distinctive
4,独立,dú lì,1876,"a, v, ad, an, vn",independent | independence | to stand alone
4,独自,dú zì,3634,d,alone
4,率先,shuài xiān,12655,d,to take the lead | to show initiative
4,玉,yù,5296,n,jade
4,玉米,yù mǐ,3314,n,corn | maize
4,王,Wáng,1039,"n, nr",surname Wang
4,瓜,guā,6211,n,melon | gourd | squash
4,甚至,shèn zhì,478,"d, c",even; so much so that
4,用途,yòng tú,8360,n,use; application
4,申请,shēn qǐng,1500,"v, n, vn",to apply for sth | application form
4,电动车,diàndòngchē,26291,n,Electric vehicle
4,电梯,diàn tī,3894,n,elevator | escalator
4,电源,diàn yuán,6030,n,electric power source
4,电灯,diàn dēng,20337,n,electric light
4,男士,nán shì,5551,n,man | gentleman
4,男女,nán nu:3,4429,n,male-female | male and female
4,疑问,yí wèn,5419,n,question | interrogation | doubt
4,疗养,liáo yǎng,20874,"v, vn",to get well | to heal | to recuperate
4,痛快,tòng kuài,9101,"a, an",delighted | to one's heart's content | straightforward
4,登,dēng,2782,v,to scale (a height) | to ascend | to mount
4,登山,dēng shān,11767,"vn, v",to climb a mountain | climbing | mountaineering
4,登录,dēng lù,6988,"v, vn",to register | to log in
4,登记,dēng jì,2377,"v, vn",to register (one's name)
4,百货,bǎi huò,11134,n,general merchandise
4,的确,dí què,1392,d,really | indeed
4,盐,yán,3653,n,salt
4,盖,Gě,2188,"v, g",surname Ge
4,盘,pán,1363,"qv, g, v",plate | dish | tray
4,盘子,pán zi,9039,n,tray | plate | dish
4,相反,xiāng fǎn,3525,"v, vn",opposite | contrary
4,相处,xiāng chǔ,3898,"v, vn",to be in contact (with sb) | to associate | to interact
4,相片,xiàng piàn,9258,n,image | photograph
4,看不起,kàn bu qǐ,15152,v,to look down upon | to despise
4,看望,kàn wàng,8053,v,to pay a visit to; to see (sb)
4,看来,kàn lai,774,v,apparently | it seems that
4,眼泪,yǎn lèi,3450,n,tears | crying
4,眼里,yǎnli,4213,s,In the eyes
4,眼镜,yǎn jìng,3998,n,spectacles | eyeglasses
4,着急,zháo jí,4461,"a, ad",to worry; to feel anxious | to feel a sense of urgency; to be in a hurry | Taiwan pr. [zhāo jí]
4,着火,zháo huǒ,8629,v,to catch fire
4,睡着,shuì zháo,2904,v,to fall asleep
4,矮,ǎi,3952,"a, v",low | short (in length)
4,矮小,ǎi xiǎo,21508,a,short and small | low and small | undersized
4,矿泉水,kuàng quán shuǐ,13110,n,mineral water
4,研制,yán zhì,8797,"v, vn",to research and manufacture; to research and to develop
4,研究,yán jiū,582,"vn, v",research | a study | to research
4,研究生,yán jiū shēng,7033,n,graduate student | postgraduate student | research student
4,破产,pò chǎn,4674,"v, vn",to go bankrupt | to become impoverished | bankruptcy
4,确认,què rèn,2006,"v, vn",to confirm | to verify | confirmation
4,祝福,zhù fú,2756,"v, vn",blessings | to wish sb well
4,神秘,shén mì,2364,"a, an, ad",mysterious | mystery
4,神话,shén huà,6046,n,legend | fairy tale | myth
4,禁止,jìn zhǐ,2897,v,to prohibit | to forbid | to ban
4,离不开,lí bu kāi,8817,v,inseparable | inevitably linked to
4,秋季,qiū jì,8932,t,autumn | fall
4,种植,zhòng zhí,7377,"v, vn",to plant; to grow (a crop); to cultivate
4,种类,zhǒng lèi,7596,n,kind | genus | type
4,秘书,mì shū,4599,n,secretary
4,秘密,mì mì,1577,"n, a, ad",secret; private; confidential; clandestine | a secret
4,积累,jī lěi,8722,"v, vn, n",to accumulate | accumulation | cumulative
4,称赞,chēng zàn,8495,"v, vn",to praise | to acclaim | to commend
4,移,yí,3002,v,to move | to shift | to change
4,移动,yí dòng,1997,"vn, v",to move | movement | migration
4,移民,yí mín,4025,"n, vn, v",to immigrate | to migrate | emigrant
4,程序,chéng xù,1747,n,procedures | sequence | order
4,稳,wěn,3303,"a, ad, v",settled | steady | stable
4,稳定,wěn dìng,1539,"a, an, v, ad",steady | stable | stability
4,究竟,jiū jìng,1812,"d, n",to go to the bottom of a matter | after all | when all is said and done
4,穷,qióng,4355,"a, d, g",poor | destitute | to use up
4,穷人,qióng rén,6993,n,poor people | the poor
4,空间,kōng jiān,1306,n,space; room | (fig.) scope; leeway | (astronomy) outer space
4,穿上,chuān shang,5899,,to put on (clothes etc)
4,窗台,chuāng tái,19155,n,window sill | window ledge
4,窗子,chuāng zi,13267,n,window
4,窗户,chuāng hu,4130,n,window
4,立即,lì jí,1862,d,immediately
4,竟然,jìng rán,1381,d,unexpectedly | to one's surprise | in spite of everything
4,童年,tóng nián,5573,t,childhood
4,童话,tóng huà,6278,n,children's fairy tales
4,符号,fú hào,6994,n,symbol; mark; sign
4,符合,fú hé,1870,v,in keeping with | in accordance with | tallying with
