simplified,vietnamese,pinyin,english,hsk_level
早饭,,zǎo fàn,breakfast,1
早上,,zǎo shang,early morning,1
怎么,,zěn me,how?; what?; why?,1
站,,zhàn,station; to stand; to halt; to stop; branch of a company or organization; website,1
找,,zhǎo,to try to find; to look for; to call on sb; to find; to seek; to return; to give change,1
找到,,zhǎo dào,to find,1
这,,zhè,"(pronoun) this; these; (bound form) this; the (followed by a noun); (bound form) this; these (followed by a classifier) (in this sense, commonly pr. [zhèi], esp. in Beijing)",1
这边,,zhè biān,this side; here,1
这儿,,zhè r,here,1
这里,,zhè lǐ,variant of 这里,1
这些,,zhè xiē,these,1
着,,zhāo,(chess) move; trick; all right!; (dialect) to add,1
真,,zhēn,really; truly; indeed; real; true; genuine,1
真的,,zhēn de,"really, truly, indeed",1
正,,zhēng,first month of the lunar year,1
正在,,zhèng zài,just at (that time); right in (that place); right in the middle of (doing sth),1
知道,,zhī dào,to know; to become aware of; also pr. [zhī dao],1
知识,,zhī shi,knowledge; intellectual,1
中,,Zhōng,China; Chinese; surname Zhong,1
中国,,Zhōng guó,China,1
中间,,zhōng jiān,the middle; the inside; in the middle; within; between; among; during; in the meantime,1
中文,,Zhōng wén,Chinese language,1
中午,,zhōng wǔ,noon; midday,1
中学,,zhōng xué,middle school,1
中学生,,zhōng xué shēng,middle-school student; high school student,1
重,,chóng,to repeat; repetition; again; re-; classifier: layer,1
重要,,zhòng yào,important; significant; major,1
住,,zhù,"to live; to dwell; to stay; to reside; to stop; (suffix indicating firmness, steadiness, or coming to a halt)",1
准备,,zhǔn bèi,preparation; to prepare; to intend; to be about to; reserve (fund),1
桌子,,zhuō zi,table; desk,1
字,,zì,letter; symbol; character; word; courtesy or style name traditionally given to males aged 20 in dynastic China,1
子,,zǐ,"son; child; seed; egg; small thing; 1st earthly branch: 11 p.m.-1 a.m., midnight, 11th solar month (7th December to 5th January), year of the Rat; Viscount, fourth of five orders of nobility 位; ancient Chinese compass point: 0° (north); subsidiary; subordinate; sub-",1
走,,zǒu,"to walk; to go; to run; to move (of vehicle); to visit; to leave; to go away; to die (euph.); from; through; away (in compound verbs, such as 走); to change (shape, form, meaning)",1
走路,,zǒu lù,to walk; to go on foot,1
最,,zuì,variant of 最,1
最好,,zuì hǎo,best; (you) had better (do what we suggest),1
最后,,zuì hòu,final; last; finally; ultimate,1
昨天,,zuó tiān,yesterday,1
左,,Zuǒ,surname Zuo,1
左边,,zuǒ bian,left; the left side; to the left of,1
坐,,Zuò,surname Zuo,1
坐下,,zuò xia,to sit down,1
做,,zuò,"to make; to produce; to write; to compose; to do; to engage in; to hold (a party etc); (of a person) to be (an intermediary, a good student etc); to become (husband and wife, friends etc); (of a thing) to serve as; to be used for; to assume (an air or manner)",1
啊,,ā,interjection of surprise; Ah!; Oh!,2
爱情,,ài qíng,romance; love (romantic),2
爱人,,ài ren,spouse (PRC); lover (non-PRC),2
安静,,ān jìng,quiet; peaceful; calm,2
安全,,ān quán,safe; secure; safety; security,2
白色,,bái sè,white; fig. reactionary; anti-communist,2
班长,,bān zhǎng,class monitor; squad leader; team leader,2
办,,bàn,to do; to manage; to handle; to go about; to run; to set up; to deal with,2
办法,,bàn fǎ,means; method; way (of doing sth),2
办公室,,bàn gōng shì,office; business premises; bureau,2
半夜,,bàn yè,midnight; in the middle of the night,2
帮助,,bāng zhù,assistance; aid; to help; to assist,2
饱,,bǎo,to eat till full; satisfied,2
报名,,bào míng,to sign up; to enter one's name; to apply; to register; to enroll; to enlist,2
报纸,,bào zhǐ,newspaper; newsprint,2
北方,,běi fāng,north; the northern part a country; China north of the Yellow River,2
背,,bēi,variant of 背,2
比如,,bǐ rú,for example; for instance; such as,2
比如说,,bǐ rú shuō,for example,2
笔,,bǐ,"pen; pencil; writing brush; to write or compose; the strokes of Chinese characters; classifier for sums of money, deals",2
笔记,,bǐ jì,to take down (in writing); notes; a type of literature consisting mainly of short sketches,2
笔记本,,bǐ jì běn,notebook (stationery); notebook (computing),2
必须,,bì xū,to have to; must; compulsory; necessarily,2
边,,biān,side; edge; margin; border; boundary; simultaneously,2
变,,biàn,to change; to become different; to transform; to vary; rebellion,2
变成,,biàn chéng,to change into; to turn into; to become,2
便宜,,biàn yí,convenient,2
遍,,biàn,variant of 遍,2
表,,biǎo,exterior surface; family relationship via females; to show (one's opinion); a model; a table (listing information); a form; a meter (measuring sth),2
不错,,bù cuò,correct; right; not bad; pretty good,2
不但,,bù dàn,not only (... but also ...),2
不够,,bù gòu,not enough; insufficient; inadequate,2
不过,,bù guò,only; merely; no more than; but; however; anyway (to get back to a previous topic); cannot be more (after adjectival),2
不好意思,,bù hǎo yì si,to feel embarrassed; to find it embarrassing; to be sorry (for inconveniencing sb),2
不久,,bù jiǔ,not long (after); before too long; soon; soon after,2
不满,,bù mǎn,resentful; discontented; dissatisfied,2
不如,,bù rú,not equal to; not as good as; inferior to; it would be better to,2
不少,,bù shǎo,many; a lot; not few,2
不太,,bù tài,Not too,2
不同,,bù tóng,different; distinct; not the same; not alike,2
不行,,bù xíng,won't do; be out of the question; be no good; not work; not be capable,2
不要,,bù yào,don't!; must not,2
不一定,,bù yī dìng,not necessarily; maybe,2
不一会儿,,bù yīhuǐr5,Take a short while,2
部分,,bù fen,part; share; section; piece,2
才,,cái,ability; talent; sb of a certain type; a capable individual; then and only then; just now; (before an expression of quantity) only,2
菜单,,cài dān,menu,2
参观,,cān guān,to look around; to tour; to visit,2
参加,,cān jiā,to participate; to take part; to join,2
草,,cǎo,variant of 草,2
草地,,cǎo dì,lawn; meadow; sod; turf,2
层,,céng,to pile on top of one another; layer; stratum; floor (of a building); story; (math.) sheaf; classifier for layers,2
查,,Zhā,surname Zha,2
差不多,,chà bu duō,almost; nearly; more or less; about the same; good enough; not bad,2
常见,,cháng jiàn,commonly seen; common; to see sth frequently,2
常用,,cháng yòng,in common usage,2
场,,cháng,"threshing floor; classifier for events and happenings: spell, episode, bout",2
超过,,chāo guò,to surpass; to exceed; to outstrip,2
超市,,chāo shì,supermarket (abbr. for 超级市场),2
车辆,,chē liàng,vehicle,2
称,,chèn,to fit; balanced; suitable,2
成,,Chéng,surname Cheng,2
成绩,,chéng jì,achievement; performance records; grades,2
成为,,chéng wéi,to become; to turn into,2
出发,,chū fā,to set off; to start (on a journey),2
出国,,chū guó,to go abroad; to leave the country,2
出口,,chū kǒu,an exit; to speak; to export; (of a ship) to leave port,2
出门,,chū mén,to go out; to leave home; to go on a journey; away from home; (of a woman) to get married,2
出生,,chū shēng,to be born,2
出现,,chū xiàn,to appear; to arise; to emerge; to show up,2
出院,,chū yuàn,to leave hospital; to be discharged from hospital,2
出租,,chū zū,to rent,2
出租车,,chū zū chē,taxi; (Tw) rental car,2
船,,chuán,variant of 船,2
吹,,chuī,to blow; to play a wind instrument; to blast; to puff; to boast; to brag; to end in failure; to fall through,2
春节,,Chūn jié,Spring Festival (Chinese New Year),2
春天,,chūn tiān,spring (season),2
词,,cí,old variant of 词,2
词典,,cí diǎn,dictionary; also written 辞典,2
词语,,cí yǔ,word (general term including monosyllables through to short phrases); term (e.g. technical term); expression,2
从小,,cóng xiǎo,from childhood; from a young age,2
答应,,dā ying,to answer; to respond; to answer positively; to agree; to accept; to promise,2
打工,,dǎ gōng,"to work a temporary or casual job; (of students) to have a job outside of class time, or during vacation",2
打算,,dǎ suàn,to plan; to intend; to calculate; plan; intention; calculation,2
打印,,dǎ yìn,to affix a seal; to stamp; to print out (with a printer),2
大部分,,dà bù fen,in large part; the greater part; the majority,2
大大,,dà dà,greatly; enormously; (dialect) dad; uncle,2
大多数,,dà duō shù,(great) majority,2
大海,,dà hǎi,sea; ocean,2
大家,,dà jiā,everyone; influential family; great expert,2
大量,,dà liàng,great amount; large quantity; bulk; numerous; generous; magnanimous,2
大门,,Dà mén,"the Doors, US rock band",2
大人,,dà ren,adult; grownup; title of respect toward superiors,2
大声,,dà shēng,loud voice; in a loud voice; loudly,2
大小,,dà xiǎo,dimension; magnitude; size; measurement; large and small; at any rate; adults and children; consideration of seniority,2
大衣,,dà yī,overcoat; topcoat; cloak,2
大自然,,dà zì rán,nature (the natural world),2
带,,dài,band; belt; girdle; ribbon; tire; area; zone; region; to wear; to carry; to take along; to bear (i.e. to have); to lead; to bring; to look after; to raise,2
带来,,dài lái,to bring; (fig.) to bring about; to produce,2
单位,,dān wèi,"unit (of measure); unit (group of people as a whole); work unit (place of employment, esp. in the PRC prior to economic reform)",2
但,,dàn,but; yet; however; still; merely; only; just,2
但是,,dàn shì,but; however,2
蛋,,Dàn,variant of 蜑,2
当,,dāng,(onom.) dong; ding dong (bell),2
当时,,dāng shí,then; at that time; while,2
到处,,dào chù,everywhere,2
倒,,dǎo,to fall; to collapse; to lie horizontally; to fail; to go bankrupt; to overthrow; to change (trains or buses); to move around; to resell at a profit,2
道,,dào,"road; path; principle; truth; morality; reason; skill; method; Dao (of Daoism); to say; to speak; to talk; classifier for long thin things (rivers, cracks etc), barriers (walls, doors etc), questions (in an exam etc), commands, courses in a meal, steps in a process; (old) circuit (administrative division)",2
道理,,dào li,reason; argument; sense; principle; basis; justification,2
道路,,dào lù,road; path; way,2
地球,,dì qiú,the earth,2
地铁,,dì tiě,underground railway; subway; subway train,2
地铁站,,dì tiě zhàn,subway station,2
的话,,de huà,if (coming after a conditional clause),2
得,,dé,to obtain; to get; to gain; to catch (a disease); proper; suitable; proud; contented; to allow; to permit; ready; finished,2
得出,,dé chū,to obtain (a result); to arrive at (a conclusion),2
灯,,dēng,lamp; light; lantern,2
等到,,děng dào,to wait until; by the time when (sth is ready etc),2
等于,,děng yú,to equal; to be tantamount to,2
低,,dī,low; beneath; to lower (one's head); to let droop; to hang down; to incline,2
点头,,diǎn tóu,to nod,2
店,,diàn,inn; old-style hotel; (bound form) shop; store,2
掉,,diào,"to fall; to drop; to lag behind; to lose; to go missing; to reduce; fall (in prices); to lose (value, weight etc); to wag; to swing; to turn; to change; to exchange; to swap; to show off; to shed (hair); (used after certain verbs to express completion, fulfillment, removal etc)",2
东北,,Dōng běi,Northeast China; Manchuria,2
东方,,Dōng fāng,the East; the Orient; two-character surname Dongfang,2
东南,,dōng nán,southeast,2
冬天,,dōng tiān,winter,2
懂,,dǒng,to understand; to comprehend,2
懂得,,dǒng de,to understand; to know; to comprehend,2
动物,,dòng wù,animal,2
动物园,,dòng wù yuán,zoo,2
读音,,dú yīn,pronunciation; literary (rather than colloquial) pronunciation of a Chinese character,2
度,,dù,"to pass; to spend (time); measure; limit; extent; degree of intensity; degree (angles, temperature etc); kilowatt-hour; classifier for events and occurrences",2
短,,duǎn,short; brief; to lack; weak point; fault,2
短信,,duǎn xìn,text message; SMS,2
段,,Duàn,surname Duan,2
队,,duì,squadron; team; group,2
队长,,duì zhǎng,captain; team leader,2
对话,,duì huà,to talk (with sb); dialogue; conversation,2
对面,,duì miàn,(sitting) opposite; across (the street); directly in front; to be face to face,2
多久,,duō jiǔ,(of time) how long?; (not) a long time,2
多么,,duō me,how (wonderful etc); what (a great idea etc); however (difficult it may be etc); (in interrogative sentences) how (much etc); to what extent,2
多数,,duō shù,majority; most,2
多云,,duō yún,cloudy (meteorology),2
而且,,ér qiě,(not only ...) but also; moreover; in addition; furthermore,2
发,,fā,to send out; to show (one's feeling); to issue; to develop; to make a bundle of money; classifier for gunshots (rounds),2
发现,,fā xiàn,to notice; to become aware of; to discover; to find; to detect; a discovery,2
饭馆,,fàn guǎn,restaurant,2
方便,,fāng biàn,convenient; suitable; to facilitate; to make things easy; having money to spare; (euphemism) to relieve oneself,2
方便面,,fāng biàn miàn,instant noodles,2
方法,,fāng fǎ,method; way; means,2
方面,,fāng miàn,respect; aspect; field; side,2
方向,,fāng xiàng,direction; orientation,2
放下,,fàng xià,to lay down; to put down; to let go of; to relinquish; to set aside; to lower (the blinds etc),2
放心,,fàng xīn,to feel relieved; to feel reassured; to be at ease,2
分开,,fēn kāi,to separate; to part,2
分数,,fēn shù,(exam) grade; mark; score; fraction,2
分钟,,fēn zhōng,minute,2
份,,fèn,"classifier for gifts, newspaper, magazine, papers, reports, contracts etc; variant of 分",2
